Data,Time,Resource_Name,Header,Text,Comments_Count,Views,Rating,Count_Positive_Reactions,Count_Negative_Reactions,Reposts,Comment_Text,Type,Garbage,Healthcare,Housing_and_Public_Utilities,Education,Infrastructure,Culture,Environmental_Conditions,Social_Security,Politics,Safety,Availability_of_Goods_and_Services,Official_Statements,Tourism,Facts,Positive,Negative,Neutral
2022-07-20,12:40:00,www.news29.ru,Архангельск продолжают зачищать от нелегальной уличной рекламы,Очередной рейд по выявлению незаконных баннеров и вывесок проходил с 24 июня по 7 июля. Его итог - полтора десятка требований об устранении нарушений и еще целый ряд предписаний о сносе самовольных конструкций.,0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-20,12:03:00,www.news29.ru,На ЖК «О'Берег» в Архангельске возводят 9-й этаж,"Первый проект Группы Аквилон в округе Майская Горка, это экологичный жилой комплекс, концепция которого предусматривает создание сообщества соседей, своего «зеленого мира».",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-20,11:47:00,www.news29.ru,Губернатор Поморья поделился вдохновляющей историей нового хирурга Котласской ЦРБ,"Заурбек Козырев был тяжело ранен во время теракта в Беслане, жизнь подростку спас кардиохирург Лео Бокерия. Когда мальчик вырос, он решил стать врачом и сейчас едет на работу в котласскую больницу. ",0,,,10,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-20,11:13:00,www.news29.ru,В Архангельске граффитчикам предлагают расписать более 600 объектов по всему городу,"Архангельских граффитчиков приглашают к сотрудничеству. Власти областной столицы предлагают расписать сотни объектов в разных частях города. В списке фигурируют в основном техсооружения, но есть и крупные социальные объекты.",0,,,3,17,,,Пост,,,,,,,,,,,,,,,,,
2022-07-20,10:47:00,www.news29.ru,В Архангельске ищут желающих служить по контракту,Военкоматы по всей России проводят активный набор желающих служить по контракту. Сообщение о найме военнослужащих появилось сегодня и на официальном ресурсе администрации областной столицы.,0,,,66,1040,,,Пост,,,,,,,,,,,,,,,,,
2022-07-20,10:22:00,www.news29.ru,«Убитый» участок улицы Володарского у «Европарка» отремонтируют в этом году,"Более 4,6 млн рублей выделено на ремонт проезжей части по улице Володарского на участке от Набережной Северной Двины до Троицкого проспекта. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-20,9:59:00,www.news29.ru,В пинежских лесах при проведении лесоустройства пропал мужчина,Техник-таксатор вышел из палатки и ушел в неизвестном направлении. Поиски коллег и полиции результатов не принесли. На место выехали спасатели и кинологи. ,0,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-20,9:37:00,www.news29.ru,Новодвинец поставил на поток выращивание галлюциногенных грибов,"Ранее судимый житель Новодвинска разместил в соцсети объявление о продаже галлюциногенных грибов, на этом и попался. У него дома были обнаружены «грядки» с запрещенными растениями. Возбуждено уголовное дело. ",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-20,13:47:00,www.news29.ru,В Архангельске временно изменится аэропортовский автобусный маршрут №12,"В связи с проведением ремонтных работ изменится схема маршрута рейсового автобуса, связывающего Архангельск с аэропортом. Изменения будут действовать до 00:00 25 июля.",1,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,17:10:00,www.news29.ru,Битва клонов: выборы в северодвинский горсовет превращаются в «чемпионат дублеров»,"С активностью однофамильцев-самовыдвиженцев столкнулись архангельские эсеры при выдвижении на выборах в северодвинский горсовет. По 21-му округу за мандат будут бороться три Чирковых, по 23-му — два Козловых, по 10-му - два Сербы.",0,,,3,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,16:49:00,www.news29.ru,Умыкнувшим призовой фонд оказался спортивный чиновник администрации Архангельска,"Сотрудник горадмина присвоил деньги, которые предназначались победителям некоего спортивного состязания. Имя чиновника не называется, однако местные СМИ выяснили, что он работает в управлении по физической культуре и спорту.",2,,,4,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,16:11:00,www.news29.ru,До алмазных месторождений в Поморье планируют строить новую линию электропередачи,"Около 8 млрд рублей требуется на строительство 300-километровой высоковольтной линии электропередачи 110 кВ для обеспечения нужд алмазных месторождений, а также нужд Мезенского и Лешуконского районов. ",0,,,2,487,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,15:47:00,www.news29.ru,В Архангельске стартовал второй этап работ по благоустройству площади Мира,"На набережной Северной Двины в районе площади Мира стартовали работы по благоустройству. Сейчас техника поднимает старые бетонные плиты, их место займут новые гранитные. ",0,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,14:19:00,www.news29.ru,В День ВМФ ограничат движение автомобилей по ключевым магистралям Архангельска,Из-за мероприятий по случаю празднования Дня ВМФ 30 и 31 июля в Архангельске будут закрыты для автомобилей ряд городских улиц. ,0,,,1,931,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,14:03:00,www.news29.ru,«Экопром» продолжает динамить со сдачей сквера в Соломбальском округе Архангельска,"Уже больше года тянется процесс реконструкции сквера у культурного центра «Соломбала-Арт». Краснодарская фирма сорвала все мыслимые и немыслимые сроки, однако воз, как говорится, и ныне там. ",0,,,2,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,13:33:00,www.news29.ru,Жители Архангельской области могут помочь военнослужащим Донбасса,"Общероссийский народный фронт запустил специальный портал, информирующий как помочь военнослужащим ЛДНР в их борьбе за свободу Донбасса.",0,,,1,1076,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,11:08:00,www.news29.ru,Либерал-демократы контролируют расследование случаев живодерства в Поморье,"Координатор регионального отделения ЛДПР, депутат областного Собрания Александр Федорков рассказал о судьбах собак, прежние хозяева которых мягко говоря охладели в своей любви к бывшим питомцам. ",0,,,1,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,11:22:00,www.news29.ru,На архангельской верфи приступили к постройке новых судов для связи с островами,"Новые суда с ледовым усилением придут на смену буксирам, обслуживающим пассажиров в межсезонье. Будет задействован флот и в летнюю навигацию. Речь идет о четырех судах, строительством которых займется «Красная кузница».",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,10:16:00,www.news29.ru,Архангелогородцы жалуются на лужи на новых тротуарах,"На прошлой неделе в столице Поморья прошли дожди, которые выявили недостатки при обустройстве новых тротуаров. В администрации Архангельска пообещали взять все проблемы «на карандаш» и повлиять на подрядчиков. ",1,,,3,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,9:49:00,www.news29.ru,Очередного наркодилера-закладчика задержали в Архангельске,20-летний новодвинец на такси развозил по тайникам свертки с наркотиками. Попался мужчина как раз во время данной противозаконной деятельности. Теперь ему грозит от 10 до 20 лет колонии. ,0,,,3,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,9:32:00,www.news29.ru,Сотрудник администрации Архангельска попался на воровстве призовых выплат,"Чиновник обогатился на казенных деньгах, предназначенных для участников конкурса в качестве заслуженного вознаграждения за проявленные успехи. Работник горадмина признал вину и обязался возместить ущерб. Возбуждено уголовное дело.",0,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,14:50:00,www.news29.ru,Газпромбанк Автолизинг предоставит скидки до 12% на лизинг техники,Газпромбанк Автолизинг объявляет о возобновлении программы субсидирования колесной техники российского производства. ,0,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-21,10:13:00,www.news29.ru,Готовь сани летом: Архангельские котельные продолжают готовить к зиме,Подготовка к отопительному сезону 2022-2023 года началась заблаговременно. В настоящее время во всех округах идет активная работа по проверке и ремонту объектов к осенне-зимнему периоду.,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,18:11:00,www.news29.ru,47-ая Соловецкая регата стартует из Архангельска в эти выходные,Состязания яхтсменов будут проходить всю последующую неделю и закончатся 30 июля на Соловецких островах. Старт многодневных гонок будет дан в предстоящий уикенд на Красной пристани.,0,,,3,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,17:13:00,www.news29.ru,Старше Архангельска: деревянный поселок в черте города отмечает 550-летний юбилей,"24 июля архангелогородцев приглашают на праздник, посвященный 550-летию Кемского поселка. Мероприятия пройдут на одноименной улице. ",0,,,3,1274,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,15:46:00,www.news29.ru,Важность архангельского порта в новых экономических условиях существенно возрастает,Переориентация большинства торговых потоков нашей страны с запада на восток повышает важность архангельского порта и может сделать его ключевым элементом в инфраструктуре Северного морского пути.,0,,,4,16,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,14:43:00,www.news29.ru,Страйкбольная граната взорвалась в руках архангелогородца,"Мужчина повредил пальцы рук и получил травму головы в результате взрыва гранаты для страйкбола. Оказалось, что свободный оборот таких «игрушек» не ограничен. ",0,,,0,6,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,14:16:00,www.news29.ru,"За что купил, за то продал: муниципалы переуступают парковые стройки в Архангельске","Заполучившее контракт на благоустройство двух скверов в Архангельске муниципальное предприятие намерено отдать ФКГС-стройки на субподряд, раздробив «зеленые объекты» и выставив их на торги уже по отдельности.",1,,,0,6,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,13:31:00,www.news29.ru,Новая фотозона для новобрачных организована у архангельского отеля,"Красивая фотозона с живыми цветами, а также двумя мотоциклами, имеющими трогательную историю, появилась у отеля «Ботаника» на улице Садовой в столице Поморья. Сделать снимки здесь могут все желающие. ",1,,,6,530,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,12:58:00,www.news29.ru,Архангелогородец получил 15 лет колонии за совершенное в 2009 году убийство,"31-летний архангелогородец не сумел уйти от наказания за убийство, совершенное в 18-летнем возрасте. Тогда, возвращаясь пьяным с дискотеки, он без повода убил мужчину.",0,,,4,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,12:31:00,www.news29.ru,Нелепый розыгрыш подвел молодых жительниц Поморья под порнографическую статью,От имени молодого человека несовершеннолетней северянке поступила просьба прислать интимные снимки. Полученные кадры в дальнейшем были распространены в соцсетях. Необдуманные сексуальные игры могут вылиться в 10 лет тюрьмы.,1,,,1,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,10:37:00,www.news29.ru,Более 300 музыкантов приедут в Архангельск на юбилейный фестиваль «Дирекцион-Норд» ,"12 оркестров из пяти регионов России, а также из Белоруссии примут участие в X фестивале военных духовых оркестров «Дирекцион-Норд». с 29 по 31 июля выступления пройдут в Архангельске, Северодвинске и Новодвинске. ",1,,,1,288,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,10:12:00,www.news29.ru,В Архангельске вновь пройдет патриотический концерт в поддержку спецоперации,"В Поморье, как и по всей стране, продолжаются акции и концерты в поддержку спецоперации РФ на территории Украины. Очередное мероприятие пройдет 24 июля в 15 часов в Петровском парке. ",0,,,2,1342,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,10:02:00,www.news29.ru,В Северодвинске готовится к запуску завод по производству строительных материалов,"28 тысяч кубометров железобетонных изделий и 24 тысячи кубометров раствора и товарного бетона в год способно производить новое предприятие, которое начнет работу уже этой осенью в городе корабелов.",0,,,4,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,9:45:00,www.news29.ru,Двое жителей Вельского района утонули в реке во время пьяных «покатушек»,Автомобиль с двумя мужчинами съехал с высокого берега в реку Вага. Водитель и его пассажир утонули. По данному факту проводится проверка. ,0,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-22,9:23:00,www.news29.ru,Жаркая погода сохранится в Поморье и на ближайших выходных,"В субботу дневные температуры могут достигать отметки +30°, в воскресенье столбики термометров немного опустятся. Воздух прогреется лишь до +22°.",0,,,0,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-23,17:03:00,www.news29.ru,Яхты Соловецкой регаты отправились из Архангельска в Белое море,Днем 23 июля с Красной пристани стартовала 47-я Соловецкая регата. Финиш первого этапа будет в районе деревни Красное. Завершится гонка 29 июля на Соловках. ,0,,,3,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-23,16:40:00,www.news29.ru,В Северодвинске при купании в море утонул мужчина,"Несчастный случай произошел днем 23 июля на Яграх. При купании утонул мужчина, спасти его не удалось. ",0,,,0,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-23,16:29:00,www.news29.ru,Олег Газманов и Шаман выступят в Северодвинске на праздновании Дня города и Дня ВМФ,"30 и 31 июля в Северодвинске будут проходить масштабные праздничные гуляния по случаю Дня города и Дня Военно-Морского Флота. В программе – пенная вечеринка, фейерверк, выступления оркестров, театров и приглашенных звезд. ",0,,,4,1886,,,Пост,,,,,,,,,,,,,,,,,
2022-07-23,16:03:00,www.news29.ru,Архангельская спортсменка завоевала золото чемпионата России по спорту глухих,Маргарита Калиневич успешно начала свое выступление на чемпионате России по спорту глухих и финишировала первой в забеге на 10 километров. ,0,,,4,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-23,22:32:00,www.news29.ru,Хлеба и зрелищ: северодвинцев и архангелогородцев ждет супер-уикенд под конец июля,"Гулять в городе корабелов и столице Поморья собираются два дня к ряду: в выходные 30 и 31 июля. Повод более чем достойный - День ВМФ, в Северодвинске к нему добавится еще День города. Власти обещают столичных звезд.",0,,,1,581,,,Пост,,,,,,,,,,,,,,,,,
2022-07-23,15:34:00,www.news29.ru,Дольщики получат жилье в Архангельске и Северодвинске на месте снесенных домов,Почти полторы сотни обманутых дольщиков ЖК «Традиция» и ЖК «Парк» в Архангельске и Северодвинске получат долгожданные «квадраты» спустя годы ожиданий. Объекты снесут и построят заново за счет средств Фонда развития территорий.,0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-24,20:13:00,www.news29.ru,Один человек погиб и пятеро пострадали в 2-х «кюветных» ДТП в Архангельской области,"Обе дорожные аварии случились в Поморье накануне. «Смертельный» вылет с трассы произошел в Холмогорском районе, еще одно «кюветное» ДТП, в котором пострадали пять человек, зафиксировано в Плесецком районе. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-24,19:45:00,www.news29.ru,Цена реконструкции площади Профсоюзов в Архангельске превысила миллиард рублей,"Весной прошлого года в мэрии Архангельска стоимость реконструкции площади Профсоюзов оценивали в 200 млн рублей. Однако за почти полтора года ценник вырос, теперь на работы требуется около 1,1 млрд рублей. ",1,,,1,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-24,19:18:00,www.news29.ru,На модернизацию бывшего Дворца пионеров в Архангельске привлекут федеральные деньги,"Более 220 млн рублей уже потрачено на модернизацию Дворца детского и юношеского творчества в Архангельске. На завершение проекта требуется ещё около 700 млн рублей, их планируют привлечь из федерального бюджета. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-24,19:00:00,www.news29.ru,Отец и сын погибли при пожаре в Вельском районе,Накануне утром пожар в частном деревянном доме в деревне Жуковская унес жизни двух мужчин. По данному факту следователи проводят проверку. ,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,17:12:00,www.news29.ru,Устроивший расправу со стрельбой возле кафе архангелогородец предстанет перед судом,"Речь идет о 37-летнем жителе Архангельска, который обвиняется в убийстве одного человека и попытке убийства нескольких лиц. Инцидент произошел осенью прошлого года возле ресторана «Баку» на Московском проспекте.",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,16:06:00,www.news29.ru,В Архангельской области могут создать территорию опережающего развития,Власти Поморья начали подготовку к созданию арктической территории опережающего развития. Сейчас ведется поиск подходящих муниципалитетов и территорий. ,0,,,0,7,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,15:32:00,www.news29.ru,ОНФ призвал власти Архангельска устранить недочеты на отремонтированных дорогах,"Представители президентского движения направили властям Архангельска замечания, которые были выявлены в ходе рейда по объектам завершенного дорожного ремонта, выполненного по нацпроекту «Безопасные качественные дороги». ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,15:24:00,www.news29.ru,Механизм дальневосточной ипотеки могут распространить на Архангельскую область,Этот вопрос обсуждался в ходе визита в Поморье министра РФ по развитию Дальнего Востока и Арктики Алексея Чекункова. В этом случае жители региона получать возможность оформить жилищный кредит по ставке 2% годовых. ,0,,,2,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,14:20:00,www.news29.ru,Утонувший в Белом море северодвинец перед купанием употреблял алкоголь,44-летний житель Северодвинска в минувшие выходные утонул при купании в море. По данному факту проводится доследственная проверка. ,0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,13:43:00,www.news29.ru,Присел на корточки и предложил жахнуть: глава Северодвинска повеселил подписчиков,"Игорь Скубенко продолжает развлекать подписчиков своей странички в соцсети. В минувшие выходные он опубликовал интригующий пост с предложением жахнуть, а затем заявил, что имел в виду запуск фейерверка. ",0,,,2,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,13:11:00,www.news29.ru,Архангельский парк аттракционов приготовил развлекательную программу на свой юбилей,"В ближайшую пятницу, 29 июля, парк аттракционов «Потешный двор» отметит 50-летний юбилей. Горожан ждут праздничная программа, мастер-классы, анимация, а также выступления музыкальных групп. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,13:22:00,www.news29.ru,Жителей Архангельска зовут в мобилизационный резерв ,В России идет массовый набор в мобилизационный резерв. Архангельская область - не исключение. Военкоматы предлагают северянам заключить с оборонным ведомством так называемые «мобилизационные контракты». ,2,,,21,64,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,12:29:00,www.news29.ru,Архангельская область заняла 18 место по доле среднего класса среди регионов России,"13,7% семей в Архангельской области можно отнести к среднему классу, по данному показателю наш регион находится в первой двадцатке регионов России, обгоняя даже Ленинградскую область и Татарстан. ",0,,,1,6,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,12:26:00,www.news29.ru,Группа Аквилон: квартиры в новостройках с летней суперскидкой в 30%!*,До 31 июля квартиры в новостройках Группы Аквилон в Архангельске и Северодвинске можно приобрести с максимальной скидкой в 30%.,0,,,2,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,10:51:00,www.news29.ru,Онежский пенсионер получил 10 лет колонии за порно-переписку со школьницами,"Мужчина от имени юноши-подростка вел циничную переписку со школьниками, обменивался с ними порнографическими снимками и видео. Свою вину северянин так и не признал. ",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,10:38:00,www.news29.ru,Новый корпус САФУ в здании бывшего Штаба армии введут в эксплуатацию в 2022 году,"Завершаются ремонтные работы в будущем здании IT-парка Digital Arctic, который занял пустующий Штаб армии 10-й армии ПВО на Набережной Северной Двины. ",0,,,1,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,11:13:00,www.news29.ru,"Грязь, усталость и полный восторг: архангелогородцы устроили массовый трейл-забег",Мероприятие прошло в минувшее воскресенье под Архангельском и собрало сотни любителей активного отдыха на природе и здорового образа жизни в целом.,0,,,6,3,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,9:58:00,www.news29.ru,Пожарные спасли от уничтожения старинную церковь в Архангельской области,"Пожар в церкви постройки конца XIX века произошел накануне. В результате ЧП никто не пострадал, культурные ценности также не повреждены. ",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,9:37:00,www.news29.ru,Губернатор Поморья заявил о гибели архангелогородца в ходе спецоперации на Украине,"Траурный список погибших в боях на Украине российских военных пополнил уроженец Архангельской области – свою жизнь, выполняя воинский долг, отдал архангелогородец Александр Сурин.",0,,,2,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-25,12:54:00,www.news29.ru,Японский мотоцикл оказался в огне после ДТП на северодвинской трассе,"Байкер не справился с управлением и опрокинулся на мотоцикле, после чего «железный конь» загорелся. В результате ДТП никто не пострадал. ",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,16:29:00,www.news29.ru,Спасателям не удалось найти пропавшего в пинежских лесах мужчину,"Поиски 47-летнего специалиста по лесоустройству продолжались несколько дней, но не увенчались успехом. ",0,,,0,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,15:39:00,www.news29.ru,Жители просят власти прочистить дождеприемный колодец у школы №23 в Архангельске,"Одна из вечных луж в столице Поморья находится на перекрестке Троицкого проспекта и улицы Шубина. Уклон дороги здесь сделан так, что вода постоянно стоит в яме близ колодца, а в последнее время и он засорился.",0,,,0,10,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,15:15:00,www.news29.ru,Прошлогодний ремонт Обелиска жертвам интервенции в Архангельске дал трещину,"Менее года прошло с момента обновления Обелиска жертвам интервенции на Набережной Северной Двины в Архангельске, но недостатки ремонта уже проявились — краска местами облупилась, а кое-где появились трещины.",0,,,2,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,13:51:00,www.news29.ru,Краснофлотский мост в Архангельске закроют для движения с 8 по 12 августа,Полное перекрытие движения по мостовому сооружению планируется осуществить с десяти утра 8 августа до шести утра 12 августа 2022 года. Причина всё та же - ремонтные работы.,4,,,1,11,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,13:21:00,www.news29.ru,На пешеходном переходе в Архангельске женщина погибла под колесами большегруза,"Пожилая женщина споткнулась при переходе улицы, а водитель фуры не заметил лежащего на проезжей части пешехода. Сейчас на месте ДТП работает следственно-оперативная группа. ",1,,,1,5,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,13:04:00,www.news29.ru,Власти анонсировали второй подарок Архангельску к его 440-летию,"В 2024 году столица Поморья отметит 440-летие. К этой круглой дате власти планируют провести ремонт в Петровском парке, на входе в который планируют установить мозаичное панно. ",0,,,2,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,12:32:00,www.news29.ru,Архангельский губернатор призвал чиновников обладмина чаще работать вне кабинетов,Александр Цыбульский поручил членам областного правительства увеличить количество рабочих поездок по региону с целью реального контроля за реализацией нацпроектов и госпрограмм на местах. ,0,,,2,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,10:52:00,www.news29.ru,В Вельском районе в результате поджога сгорел жилой дом,"Минувшей ночью в деревне Вороновской произошел большой пожар – горел частный жилой дом. В результате ЧП никто не пострадал, но строению причинен значительный ущерб. ",0,,,7,13,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,10:39:00,www.news29.ru,Только один пляж в Архангельске специалисты сочли пригодным для купания,"Лето - в самом разгаре. Учитывая теплые дни, северяне тянутся к воде. Однако безопасных мест для купания в областном центре и его окрестностях практически нет. Об этом говорят итоги очередного рейда сотрудников Роспотребнадзора,",5,,,1,4,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,10:05:00,www.news29.ru,Коллектив первой горбольницы в Архангельске пополнила медсестра из Донбасса,"Вместе с маленьким сыном, спасаясь от боев, Оксана Манько приехала в Архангельск. Сейчас женщина работает медсестрой в больнице, в мальчик в сентябре пойдет в школу. ",0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,9:54:00,www.news29.ru,На жилом комплексе «АКВИЛONLINE» в Северодвинске возводят 8-й этаж,"ЖК «АКВИЛONLINE» строится Группой Аквилон в квартале, ограниченном ул. Железнодорожная - ул. Первомайская - пр. Беломорский.",0,,,1,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,9:45:00,www.news29.ru,Молодежь Архангельской области продолжает искать заработок в наркосфере,Очередной молодой человек попался с поличным в руки правоохранителей во время сделки по продаже партии наркотиков. Сейчас парню грозит до 20 лет тюрьмы. ,0,,,1,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,9:26:00,www.news29.ru,В Поморье начали использовать роботов для выявления потенциала юных спортсменов,"Власти региона закупили для спортшкол специальные отечественные аппаратно-программные комплексы, которые оценивают физическое и эмоциональное состояние ребенка, а также помогают определиться с выбором спортивного направления.",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-26,16:44:00,www.news29.ru,билайн бизнес запускает сервис облачных видеоконференций «rOOm»,"билайн бизнес (структурное подразделение ПАО «ВымпелКом») представляет сервис «rOOm»*, созданный на базе партнерского решения «linkchat» от компании ООО «Смартконф».",0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-27,15:42:00,www.news29.ru,Областные власти удвоили бюджет на ремонт внутриквартальных проездов в Архангельске,"Из областного бюджета дополнительно выделено 50 млн рублей на ремонт внутриквартальных проездов. Ранее аналогичную сумму потратил город, эти средства уже освоены.",0,,,2,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-27,15:20:00,www.news29.ru,В Архангельской области обнаружены «южноафриканские» штаммы коронавруса,В регионе впервые обнаружены подвиды BА.4 и BA.5 генварианта «Омикрон» вируса SARS-CoV-2. Региональное управление Роспотребнадзора советует северянам пройти вакцинацию. ,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-27,16:37:00,www.news29.ru,"Рекламисты Архангельска солидарны с ФАС, осудившей идею консолидации digital-рынка","Ведомством подготовлено отрицательное заключение на законодательную инициативу о монополизации рынка цифровой рекламы в РФ под предлогом защиты от иностранного влияния. Иначе и быть не могло, уверены архангельские рекламщики. ",0,,,13,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-27,14:01:00,www.news29.ru,После смертельного ДТП фуры продолжают дневные поездки по Кузнечевскому мосту,"Накануне средь бела дня по дороге на Кузнечевский мост большегруз задавил женщину. И это при том, что грузовики могут передвигаться по переправе лишь в ночное время. Несмотря на ЧП, фуры продолжают игнорировать правила.",4,,,1,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-27,13:31:00,www.news29.ru,Новодвинка ответит в суде за убийство пьяного супруга,"Завершилось расследование уголовного дела в отношении 61-летней жительницы Новодвинска. Минувшей весной она ударила ножом супруга в бедро, от полученной травмы он скончался. ",0,,,2,0,,,Пост,,,,,,,,,,,,,,,,,
2022-07-27,14:15:00,www.news29.ru,К ЧП с затонувшим лесовозом в Архангельске подключилась природоохранная прокуратура,Инцидент произошел 23 июля на острове Бревенник. Там при маневрировании на барже затонул грузовик. В результате ЧП в реку попали нефтепродукты. ,0,,,0,2,,,Пост,,,,,,,,,,,,,,,,,
2022-07-27,12:58:00,www.news29.ru,В Поморье вновь заговорили о строительстве энергомоста из Мурманской области,Высокие тарифы на электроэнергию значительно уменьшают инвестиционный потенциал Архангельской области. Снизить стоимость электричества могло бы строительство энергомоста из Мурманской области. ,0,,,2,1,,,Пост,,,,,,,,,,,,,,,,,
2022-07-27,12:32:00,www.news29.ru,Архангельский боксерский клуб «Фанат» войдет в спортивную школу «Каскад»,С января 2023 года боксерский клуб «Фанат» Соломбальского дома детского творчества станет структурным подразделением спортивной школы «Каскад». ,0,,,0,0,,,Пост,,,,,,,,,,,,,,,,,
